"﻿""№ ГОЛОСА""",ИЗБИР. ОКРУГ,АДРЕС ГОЛОСА В БЛОКЧЕЙНЕ,БЛОК ГОЛОСА,ВРЕМЯ ЗАПИСИ БЛОКА ГОЛОСА,НОМЕР КАНДИДАТА,ИМЯ КАНДИДАТА
257,1,0x8064364309D2310C6D4B0f75095E4c5b33FaF320,#783,08:09:22,4266376216,Титов
258,10,0xA6696aFA961D117343ea8D28EE1082768307d807,#783,08:09:22,2245307987,Дашков
259,10,0xF3D3cb14011d4E40E6941f5FAc5dF962E3DB339F,#783,08:09:22,606684814,Картавцева
260,30,0x0A335F8e2Ecf28FCDB2c68086a35e0c7B8f1321a,#783,08:09:22,3675433019,Русецкая
261,10,0x4D0901D2Dd1153eaadF1EE699110a9d3c43bc904,#783,08:09:22,2245307987,Дашков
262,1,0x5A4ADAFd4B19e03c72C5Bd57B8A82FC3E5f04FC1,#783,08:09:22,4266376216,Титов
263,10,0x3C9a028Ad59a76c4b0248C1a3E03F637E125bCc2,#783,08:09:22,606684814,Картавцева
264,1,0xC30CEA5fFc2a9D46f7D64937D02aadB2b9157c3B,#783,08:09:22,4266376216,Титов
265,1,0x491208D49b25872889B8aFB96aFe3D708F1CCDD8,#783,08:09:22,4266376216,Титов
266,1,0xF1DD70221A583dbfC10ceb5493AdBF87FA69a4d6,#783,08:09:22,3595230402,Ульянченко
267,10,0x879BD0e3549aCAe44cD0853eE152571325dE83Aa,#783,08:09:22,606684814,Картавцева
268,30,0x6570d2FF526d5B34234763Afc61046362a918986,#783,08:09:22,3675433019,Русецкая
269,1,0xBEfB344ae609Dc71B6F312ba4076A0a8BBEeF8cA,#783,08:09:22,3304824488,Никитушкина
270,10,0xc6bC400D3B0479e3f632eA1e3A78680Be97499EF,#783,08:09:22,606684814,Картавцева
271,30,0x4544cd76A55c87784E1923c2882D003070Cb4038,#783,08:09:22,3675433019,Русецкая
272,1,0xe6D82f790925fa2b6B42B35556B0e56Ca37156Da,#783,08:09:22,3595230402,Ульянченко
273,1,0x753031528E8D4Cb3406E807237821877d2257bAf,#783,08:09:22,4266376216,Титов
274,10,0x24ecE23AfFf4E694172e74B15d5f47e2C52AF8E4,#783,08:09:22,606684814,Картавцева
275,1,0xe799cA13870C8Fc05E81953678c48a9e1d1fb8E4,#783,08:09:22,4266376216,Титов
276,1,0xC5969Ac9E0bB259c443F652B2Af98C7aDc5dDc56,#783,08:09:22,160697653,Жагина
277,10,0x147e58151cA88F013A691B7A38bD4AdFAf6C63d4,#783,08:09:22,2245307987,Дашков
278,30,0xCF63fb81D62361575ebFe75933E51e4d0772f36d,#783,08:09:22,3675433019,Русецкая
279,10,0x2ee1c10C2589bccC2C8C5eB1B591fae5ee5FC1c2,#783,08:09:22,1351664840,Суворов
280,10,0x46A476EdEDe88442C67944Ff3121Cb3950C7CD2C,#784,08:09:26,606684814,Картавцева
281,1,0x0B034b98DFe5F509A9152869D28Dd538432ADB9e,#784,08:09:26,4266376216,Титов
282,1,0x4019444962948F6C460cCfDeDFcEf2d1C9146082,#785,08:09:30,4266376216,Титов
283,1,0x826cFF0eb4F8F4e97860B5E7eBDa7a613bB151Aa,#785,08:09:30,4266376216,Титов
284,30,0x297Ce80AbC46Ed2DdF5Ee660749aDEf9Bc9dD4b2,#785,08:09:30,2544658436,Жуковский
285,1,0x49fAD9a3E31e09AA071635B051167753DA26C627,#785,08:09:30,3595230402,Ульянченко
286,10,0xB3b2c706636AB52411fCCCAf1051Ff5163eFBE5A,#785,08:09:30,606684814,Картавцева
287,30,0x45247e6578b7d4B34EFd5423f22dD15e4a2f262E,#785,08:09:30,2563724978,Викулин
288,1,0xA4d2a894Fd9f7819A06ca0B84384809EDc586347,#785,08:09:30,4266376216,Титов
289,1,0xFdC0f41AEE02deef6946Dcf6910A675AA7bdc7c5,#785,08:09:30,4266376216,Титов
290,1,0x9EfDd5045c5cB2125804AC5c76981Bc8669aEb8E,#785,08:09:30,4266376216,Титов
291,1,0xc3025357d104Fc0b3AA36dC3C3137012Fb8e54a9,#785,08:09:30,3304824488,Никитушкина
292,30,0x68b33ecEeA53C972E90991A07D57Bf6aB75A1BfB,#814,08:11:12,3675433019,Русецкая
293,1,0x3c701E69B706F13896e3A8460ADe4ED8d03d91EF,#814,08:11:12,4266376216,Титов
294,1,0xF52F953040f33B59c44e74e14a10dC9B6F1D2Ce7,#814,08:11:12,4266376216,Титов
295,1,0xd4fFC3Ab9af8Bb9D3D31B8fAA2CAfd80C84F2e73,#814,08:11:12,4266376216,Титов
296,1,0x0Ee7c4d429CA869f3B6C55eBDD301FFec59cA528,#814,08:11:12,4266376216,Титов
297,10,0xD22fFdFAeEd1d417063bdc882122D63C533EBf8d,#814,08:11:12,606684814,Картавцева
298,30,0x04b4499Baa1be467f500D7CDB2aCbBEd6163ba50,#814,08:11:12,2544658436,Жуковский
299,10,0x1213C5498CA1F97cf18AC3BA1D1BB6019f5d74Af,#814,08:11:12,339493321,Крюков
300,10,0x515996E2d717971DdBa8373ce09f07aA6A77800B,#814,08:11:12,606684814,Картавцева
301,1,0xb64a54875Cc9E08d5d022B41F8F04259e6beB734,#814,08:11:12,15638149,Милованов
302,10,0x5A89940183bE1CE5D17D9Aeba179C80861298ae0,#814,08:11:12,606684814,Картавцева
303,10,0xBE11fe0f533F6cc593B5D94d2637aB5172d775a8,#814,08:11:12,606684814,Картавцева
304,10,0xeeE3284f7bAD4D97883A129D91890CC1534FF963,#814,08:11:12,606684814,Картавцева
305,10,0x714fA07cE0505AF2E6c6f04F04230D06cA3655C1,#814,08:11:12,606684814,Картавцева
306,10,0xEa74F119f85B055F71AD4B41012ccb00dac1B9D6,#814,08:11:12,606684814,Картавцева
307,30,0x65F6bd7810c752C701FB4f17CA74ec6f79B1E9d9,#814,08:11:12,3675433019,Русецкая
308,1,0x3BC45384FE1EC9d4d900A2d74010D51a9f2879f6,#814,08:11:12,4266376216,Титов
309,1,0xF93E823FC864241d3415FBEd710469B02C4B86BA,#814,08:11:12,4266376216,Титов
310,10,0xBE9dfaf335e88205d2D3729F58a72d6f30C69F68,#814,08:11:12,1351664840,Суворов
311,10,0xD12Da55c6B3E1588104B7638929135Cc0c10c219,#814,08:11:12,606684814,Картавцева
312,1,0x761DD25B66826AAd6652b0A1CdA3Aa5e0AF7ba1f,#814,08:11:12,4266376216,Титов
313,10,0x4FDc288175D9C56C18e7D0fC5D0D47E36D3edc39,#814,08:11:12,1351664840,Суворов
314,1,0xcaec5a7E93f5BBdD124FDc95E96C18879dA0784F,#814,08:11:12,4266376216,Титов
315,1,0x01010571DC2F249D5CAC59F514595Dc127A4f0fF,#814,08:11:12,3595230402,Ульянченко
316,10,0x278aA903204b487887C4f69f5923bcec4b1349aE,#814,08:11:12,1351664840,Суворов
317,1,0xc7d08B129D4CbC2348DeA5E1e8Be83c5B5c471A7,#814,08:11:12,3595230402,Ульянченко
318,30,0x422B40e12fEe44fbF8cB3dB1838287cEdC79135f,#814,08:11:12,3675433019,Русецкая
319,1,0xB8782B4CA9d11Bd46C938aE7426fb0B76367BFF7,#814,08:11:12,160697653,Жагина
320,10,0x38DE385F5d7C3d64cBFf710ce5F1dab30aADc4B6,#814,08:11:12,606684814,Картавцева
321,30,0x3FBec08A3003FC8cD1885e0CEB81a35D54eD2163,#814,08:11:12,3675433019,Русецкая
322,1,0x9B9142862eDb639715e2444ff88b252545b9e1f0,#814,08:11:12,3595230402,Ульянченко
323,10,0x7fb759570156173b0e80600021BcAba483Fe2558,#814,08:11:12,606684814,Картавцева
324,30,0xFC8383bbd7A8f27cf51FFf21A3A9daaeA28b3a1d,#814,08:11:12,2381501672,Юнеман
325,10,0x6D236710b1497289728EE9D596BA93EE3B1664D5,#814,08:11:12,606684814,Картавцева
326,1,0xa539114B4977af3AC4986F75a693Bf7BC8318547,#814,08:11:12,4266376216,Титов
327,1,0x6F6e22C8391463842fC9f37D3EFc7ceF3215F915,#814,08:11:12,4266376216,Титов
328,10,0x7ec2A94aD7F9Bed00786c9292Ee55b8A707A1067,#814,08:11:12,339493321,Крюков
329,1,0x597E47576dde1d4Ca34f848f7165A2735F7d4F92,#814,08:11:12,4266376216,Титов
330,30,0xE8A7c462CEDB2f8be72f13825060EB1CB03232ea,#814,08:11:12,3675433019,Русецкая
331,10,0x8897A3119E4165B75620a1dD3f2727557b7350eB,#814,08:11:12,606684814,Картавцева
332,1,0x897FD57e420ffCF678D792e77c13E777E5ae530E,#814,08:11:12,4266376216,Титов
333,1,0x5B30527CC5d3abdEdb021B4B00302848498809D2,#814,08:11:12,4266376216,Титов
334,30,0xED114E2025b451b0CDD95FA07A185532Eea65587,#814,08:11:12,2563724978,Викулин
335,1,0x8D3C44cAa1951885005FaC4635496C24552e4D27,#814,08:11:12,4266376216,Титов
336,10,0x321923E09846EA8BC8979446Ee7D67F283aA550a,#814,08:11:12,606684814,Картавцева
337,1,0x49967695a4df8db99E8dd88c0fEfB43844C41B66,#814,08:11:12,4266376216,Титов
338,10,0xaCf541d868208Ae532693b720B77D038B4Ccc2Fe,#814,08:11:12,606684814,Картавцева
339,10,0xC264B3a41e25a931c79E457768Aa6569a33DeC34,#814,08:11:12,606684814,Картавцева
340,10,0xc8BB50269F94Ec0De8bF8362875C0A12BD323D7d,#814,08:11:12,606684814,Картавцева
341,1,0xE1F087968FA735D4646515008a6Ab9e4aAb72071,#814,08:11:12,4266376216,Титов
342,1,0xf3134900865A5852cEbBdd1603E4bad192bDEE28,#814,08:11:12,3595230402,Ульянченко
343,1,0x6dbd4Dc3f233063c56cf853013Ef285Bb3ddD183,#814,08:11:12,4266376216,Титов
344,30,0x064e959b9D61F643fad648CDF3Ac5028De2AEB4f,#814,08:11:12,2381501672,Юнеман
345,10,0x6b99a3c77cF7557A50e363FF512384F82Ad6e665,#814,08:11:12,606684814,Картавцева
346,30,0xb5636F1EBBb083950F65264FBE7245FA5b1977E5,#814,08:11:12,3675433019,Русецкая
347,10,0x1AE60e916De9fE9287a032A5162aD6E1bcC08f3a,#814,08:11:12,606684814,Картавцева
348,10,0xd564B47A5dD4A21c97283FedaBF7c87eBbfbC14B,#814,08:11:12,606684814,Картавцева
349,30,0x0a7f3859c155696CCd595EEBdCD64cEeb8538B0A,#814,08:11:12,2381501672,Юнеман
350,1,0x35149e59723a00A435DA62A93B59358c91fF285E,#814,08:11:12,4266376216,Титов
351,1,0xE11017548e5A300BA2f4E54714B6748915b3d5DA,#814,08:11:12,160697653,Жагина
352,10,0x7476718a11f8da3e9A7E74BE869Ee96118549d13,#814,08:11:12,339493321,Крюков
353,30,0xc4247810dC7F514b4506B65585aa677CDBD76d66,#814,08:11:12,3675433019,Русецкая
354,10,0x271FE380f43c5654587Cb9e3c3474B0395e4E790,#814,08:11:12,606684814,Картавцева
355,1,0x9cC6bfB7b2dC20BD344E8a146e23D8f0e2114d40,#814,08:11:12,4266376216,Титов
356,30,0x585A73d9F27a49D6fF2C09aC33EE7C33A5e25C52,#814,08:11:12,3675433019,Русецкая
357,1,0x3667fa43110283D94AF515aF2075FfD804A09F38,#814,08:11:12,4266376216,Титов
358,30,0x3CaF7Be825201A51c70e45fbbb7DC9E9C4Cb2B26,#814,08:11:12,3675433019,Русецкая
359,10,0xd506dA0b459fB45a4156bFfC4c807fc0161C2F01,#814,08:11:12,606684814,Картавцева
360,1,0xD4E41E9CAAEeBD331548dcC4d116d1d160801E98,#814,08:11:12,4266376216,Титов
361,10,0x52179A411358Da5d4862ec5eAc89C8fd0339bf1F,#814,08:11:12,606684814,Картавцева
362,1,0x29CBa7A7f4A2284106834cE11eF187A8671C3288,#814,08:11:12,15638149,Милованов
363,30,0x660317c5915BA9f72A209E84A0366De98CaE3822,#814,08:11:12,2544658436,Жуковский
364,10,0x41FDb4a75d8cbe0ddA4472cDEA70f676E834E4BE,#814,08:11:12,2245307987,Дашков
365,1,0x8C321E84924861191A0907Ce39292DFfa7F887E2,#814,08:11:12,15638149,Милованов
366,1,0x6ed5808008659470b2B5481CC7268F6f43caeAB5,#814,08:11:12,3595230402,Ульянченко
367,1,0x394847072E41971412a1E816499C4b9ba0d8bc83,#814,08:11:12,4266376216,Титов
368,30,0x169B102B164446a09602ecC8A599F68a693fD0a7,#814,08:11:12,2381501672,Юнеман
369,10,0xCCad1d308798bC6c688D93c7f055b088bF6A2Be3,#814,08:11:12,606684814,Картавцева
370,10,0xfDEFE1c79a83223a9aBCB6a1938C431EacBFaFe0,#814,08:11:12,2245307987,Дашков
371,10,0x628613e0A931aCCe2c0f20Bc3D173C1Ae299B711,#814,08:11:12,606684814,Картавцева
372,30,0x06a258Fb78398a62e02B2345B455d6aEB36aD9AC,#814,08:11:12,2544658436,Жуковский
373,1,0x78f7A2628315BE7D30f1514Bb7332F9c95a1cb67,#814,08:11:12,4266376216,Титов
374,30,0x8106A6f503Adb58Cf12490857f371f7bDd561662,#814,08:11:12,3675433019,Русецкая
375,10,0xfCBa63A59Df63Cb3749f08051f8A1C6CaA4AFe34,#814,08:11:12,606684814,Картавцева
376,10,0x2265bBBA9B13C4EaC6D5ca3DbE4aB4f56fd32147,#814,08:11:12,606684814,Картавцева
377,10,0x267a77b94D259133Af0B2137e8ea62a80970aF62,#814,08:11:12,606684814,Картавцева
378,1,0x884c10aa4c434a352353F3b5500fE80DF8146366,#814,08:11:12,4266376216,Титов
379,10,0x524512D41a5Fc276909E73ca7AD63bd39AE82DCF,#814,08:11:12,606684814,Картавцева
380,30,0x19cD38B0e2f92EccF893fbc7A11Fab00C027Bb73,#814,08:11:12,2381501672,Юнеман
381,1,0xD8969dFc616d88B95C1cdD6734f9d9570b32736E,#814,08:11:12,4266376216,Титов
382,1,0xfF5F5137738f9d0Dc781694Df6753BcF46B62811,#814,08:11:12,4266376216,Титов
383,1,0xeC2187713b73Bf111495C617e5E2EB23F04411c4,#814,08:11:12,4266376216,Титов
384,10,0xD75569cA92570Ab29609C3a8Ca9A204871fD4B09,#814,08:11:12,2245307987,Дашков
385,30,0x7Cda50963426ff4d77Ce8973fb3CEd500fEBC9D7,#814,08:11:12,3675433019,Русецкая
386,30,0x4E694a918E414b9059fD5AEd3b62F639A3554f60,#814,08:11:12,2381501672,Юнеман
387,30,0x73f17845d9c4Db476E36fdB8Cc57DC1be3B4D581,#814,08:11:12,2563724978,Викулин
388,1,0x68d0cfedd943BB3A47FAc849F41a10F94C3eE49c,#814,08:11:12,3595230402,Ульянченко
389,1,0x4555f2Ee2A9A0e88F4203e5C2C449F5A94fcFFb1,#814,08:11:12,3304824488,Никитушкина
390,10,0x5d58c6f14208735d94Ed64c053323C007F7a6AcC,#814,08:11:12,606684814,Картавцева
391,1,0x75A8C4053019a301a16168a03c2d650A8De4E29E,#814,08:11:12,4266376216,Титов
392,1,0x2339863c36F32232BaeeE41B057Ec4786EFd207e,#850,08:13:22,4266376216,Титов
393,1,0xcFE74D2BE0dECfA63F90F412964610ac3C66966a,#850,08:13:22,4266376216,Титов
394,1,0x7cb9bf2Ecdfb3C10C05082d22BDBC8B095225f14,#850,08:13:22,4266376216,Титов
395,1,0x8cbCBf4fC0C7Bf739AFE45EA27ac961Aa45Cae94,#850,08:13:22,3595230402,Ульянченко
396,1,0x50D4331e4640a2eE182cf27613aa4Afb1F9F3974,#850,08:13:22,3595230402,Ульянченко
397,1,0x750F4937Acf64a2A397714f221cc51f35d6e7D2B,#850,08:13:22,4266376216,Титов
398,1,0xE0ec5CF816C39584662c8334377C8F1e1FF8CD88,#850,08:13:22,4266376216,Титов
399,30,0x74C15bda818E74273f46680892dC2cA316Ce1cBA,#850,08:13:22,2563724978,Викулин
400,1,0xd2F3cBcb41B459aeCBAba3408211B45041D124F8,#850,08:13:22,4266376216,Титов
401,1,0x8a6C6aD41EE9Eab404892341799c24eB91b8C70E,#850,08:13:22,4266376216,Титов
402,1,0xa3740f188D41fC7027d7eDe9fC497EEA001c1C46,#850,08:13:22,160697653,Жагина
403,1,0xE33976ed9aA3a5b9C9C32499Ff25bFefbb3eC81c,#850,08:13:22,4266376216,Титов
404,10,0x13DEAA0d5F426A12ed649e3D60A29734b9be6422,#850,08:13:22,339493321,Крюков
405,10,0xDDac2fbbacde0ceb016a2Daa5b66775796504399,#850,08:13:22,2245307987,Дашков
406,1,0xe33cc351034ECca25d3ee4b1c5013f31a7259F6a,#850,08:13:22,4266376216,Титов
407,10,0xB7e230fd68bbb83a294BAFB27b6C61F67f2F8CB9,#850,08:13:22,1351664840,Суворов
408,10,0x6202e6fc7eA8FC5e8da495F012dC86aE957e04F5,#850,08:13:22,2245307987,Дашков
409,10,0xa9e7B6c01412EA58D1d874451E84B3d798EC2E63,#850,08:13:22,606684814,Картавцева
410,1,0x66957Fd04A72DD597e30f5867C9505C075c3Bd46,#850,08:13:22,3595230402,Ульянченко
411,1,0xe3d6e26c54bb69CeFaAbEe3a04D1cC8C91A4657b,#850,08:13:22,3304824488,Никитушкина
412,10,0x9Ce7fCa3EDBE69b00F87Db57D3e599cBCAaFF10F,#850,08:13:22,606684814,Картавцева
413,30,0xb30CFCD5D11d997F5D262E31ba7747823D346882,#850,08:13:22,3675433019,Русецкая
414,1,0xc862612d285aE6E3efC1fAe777FAD04A8B085410,#850,08:13:22,3595230402,Ульянченко
415,1,0xCdcC4DD826ADb0bBAdd1CED8A07cc86B6A7e5b9B,#850,08:13:22,3595230402,Ульянченко
416,10,0xe5a9EbD64Bb633283952bd6A932de63851B7EB2d,#850,08:13:22,606684814,Картавцева
417,30,0xCaF6D0f72916393E65AAa06518Ff3764Ddf2A528,#850,08:13:22,2544658436,Жуковский
418,1,0x5AEB12F16a78b80Cb5f56711a8379EB2E0F815d9,#850,08:13:22,4266376216,Титов
419,1,0x0c1Ba00aF1c650Ac3169b38db4a808dc8aDC1810,#850,08:13:22,4266376216,Титов
420,10,0xcd235c81958D064708a18A1c4519ccA70C44a093,#850,08:13:22,606684814,Картавцева
421,30,0x6700790ff49b7Def83FdDF7313db35169BE78188,#850,08:13:22,2544658436,Жуковский
422,1,0x3D81E45062dB5a22e3476FC39BE8493A523666B9,#850,08:13:22,4266376216,Титов
423,1,0x55D86589Fc48966506789C2567bDaBCE14CdDC57,#850,08:13:22,4266376216,Титов
424,1,0x735720764d9eB4Df0bD54832ADeba7947F53664C,#850,08:13:22,4266376216,Титов
425,1,0xD79313582596F65aE43A0C40663E47DDb3067078,#850,08:13:22,4266376216,Титов
426,10,0xc6c59d24937904422b741b471B0f35497dA29FB7,#850,08:13:22,606684814,Картавцева
427,1,0x93bFa6A1B4d7917C398B596b8769bc7d1cD00239,#850,08:13:22,4266376216,Титов
428,30,0x6F4803Af198b94E205342600187a14D29E2df718,#850,08:13:22,3675433019,Русецкая
429,1,0xB3bbf02553Ac17dd0e9b72ec3345D55130b3A397,#850,08:13:22,4266376216,Титов
430,1,0xFc1A095462197AD174827CaaE65c4Ead2Ca6CD09,#850,08:13:22,160697653,Жагина
431,10,0xe6cbD19251cC3A393218e88588A6bE3BD413Adf3,#850,08:13:22,606684814,Картавцева
432,30,0xA827fB3A8Eb02A79B9C0DfA4f8cdeb42C357447b,#850,08:13:22,3675433019,Русецкая
433,10,0x47d8cb7a1681c57c8E13362658f7673DCe3bb877,#850,08:13:22,606684814,Картавцева
434,1,0xdbe6E580b2CB65DdbC3e517A10b76721272EeE9e,#850,08:13:22,4266376216,Титов
435,30,0xbdD21d8CaCF48E80C5484F5Ad66b0E383919Ef01,#850,08:13:22,2381501672,Юнеман
436,30,0xa300c23636D188c2A70c63FE6c6764B7B512ef1E,#850,08:13:22,3675433019,Русецкая
437,1,0xdAe91f3164096aD01E54DD1d2ab7de96bb385E43,#850,08:13:22,4266376216,Титов
438,1,0x364a5d72C3F16FE690CbecEAA0F3C88259903646,#850,08:13:22,3595230402,Ульянченко
439,10,0x8735428De649b88aDBa39969134403d95B15d819,#850,08:13:22,606684814,Картавцева
440,30,0xd2ac59471Fba8263325093Fdf8abC6a3668e7417,#850,08:13:22,4191670586,Цыба
441,10,0x195a81340332F77aec7E190F3E9D745057549A44,#850,08:13:22,606684814,Картавцева
442,10,0xF207dbd4F50cCd6db428c26B7f990cfAE016E853,#850,08:13:22,606684814,Картавцева
443,10,0x5ed38f1e0E1C0d007Ca474bd0411F79621AdF612,#850,08:13:22,606684814,Картавцева
444,10,0x72DD15c917cE28473B63603659d3142Fb14234E1,#850,08:13:22,2245307987,Дашков
445,10,0x8333CE88a8937D77eCb231E97554C7BA1298Ac62,#850,08:13:22,606684814,Картавцева
446,10,0x19cfE2ab2251D4fD3CA276A31147c04b79514464,#850,08:13:22,606684814,Картавцева
447,10,0xD61A7743D70beC01676252c3619E257fEb8386e9,#850,08:13:22,606684814,Картавцева
448,10,0x572011069574b567e7a572F701e9D2adb01A5ED8,#850,08:13:22,2245307987,Дашков
449,10,0xFF87d619dA96c95303C1008c475E591CE4A80D7E,#850,08:13:22,2245307987,Дашков
450,10,0x066d040B046A6EA82cc8c6D547D650A12088A080,#850,08:13:22,339493321,Крюков
451,10,0x7a5cc292eb06496ecA27974c5ac648b3230F68be,#850,08:13:22,2245307987,Дашков
452,1,0xe6006A2AD12fd6D3A3C1906ec94E95b66BDB0262,#850,08:13:22,4266376216,Титов
453,10,0xc436A59AeaB0B9c99AcCa4118a9bFfB38D9BFA19,#850,08:13:22,606684814,Картавцева
454,10,0xedafdBB560a7d445FcC585BCbe956034670502C3,#850,08:13:22,606684814,Картавцева
455,1,0x400120c0d43F63D87037195028D3261fae9AfE24,#850,08:13:22,4266376216,Титов
456,10,0x66a5B497126F13710723cD3305372eA042ee85eB,#850,08:13:22,606684814,Картавцева
457,1,0x66712952EeE3De6c5E91336194054065d7395A3f,#850,08:13:22,160697653,Жагина
458,1,0xB788aF19351b1E919f82d9e3ABF868a25A6A63E6,#850,08:13:22,4266376216,Титов
459,10,0x8f630c4e1476929D32734ff9b6bB29bb985b034F,#850,08:13:22,339493321,Крюков
460,10,0xd80BD33e04Ff593082E944A122D4ac91EA78Aa05,#850,08:13:22,1351664840,Суворов
461,10,0x34B183Da5b26454c30CAA703467367dB06B8d309,#850,08:13:22,606684814,Картавцева
462,1,0x1a38690a2664c8cDFEF097f59059E5554E83dcA5,#850,08:13:22,4266376216,Титов
463,10,0x83C7D252397bC13d74031f687C35a8BbFd3Dbd55,#850,08:13:22,606684814,Картавцева
464,1,0xfCC563490FEb643174C546a7350d81f8F9a1e620,#850,08:13:22,4266376216,Титов
465,30,0x1Dd0A47F4Af9d13C81102e8B12eB8e7B803EDbd4,#850,08:13:22,3675433019,Русецкая
466,1,0x08038d7a020f62F5d1b10a7Ea05EBb80AcB1FA60,#850,08:13:22,4266376216,Титов
467,1,0x0EE7248Fd3aCB40DeDc50c19cA312d840F2Cc073,#850,08:13:22,3595230402,Ульянченко
468,10,0x6A2D018d69cD48c68b4636d5F1F5FB2a37A3602c,#850,08:13:22,2245307987,Дашков
469,1,0x1B759f3c88D16cD699aA9B683d4eD465871Ba23C,#850,08:13:22,4266376216,Титов
470,30,0x5bE377abD69C9Cbf7Af456cE5A9E6f38e3F9d922,#850,08:13:22,2563724978,Викулин
471,10,0xDcE052e4139Ef042c2B994aEb7714E7b81d4119F,#850,08:13:22,606684814,Картавцева
472,1,0xD3EDfC08c2FC408b8f50480dc2C9fC019Ac93272,#850,08:13:22,3595230402,Ульянченко
473,30,0xF92DC3c402ab4B0f2fB5ABf6a4EC51634721f569,#850,08:13:22,3675433019,Русецкая
474,30,0xde71e6439EEa7d7d6a4b2AaadaD80AADe7A78174,#850,08:13:22,2544658436,Жуковский
475,30,0xe75D83d7D038Ef5FB3ede496EA800eDF49FEa126,#850,08:13:22,1354976059,Галибин
476,10,0xBC0E6768F41ec590aA57c48774c5C33882Aa5C4e,#850,08:13:22,606684814,Картавцева
477,10,0xDd326043a704631069FEa04763E8b91e26139227,#850,08:13:22,1351664840,Суворов
478,30,0xD1413B087bA6e4396f509de44b6dC66195059fA9,#850,08:13:22,3675433019,Русецкая
479,10,0x485aD48146B402689d26A8306ecE9DCA378c0617,#850,08:13:22,606684814,Картавцева
480,1,0x8Fd698ad48A5dd3055565AD11DabC71525930a5d,#850,08:13:22,3595230402,Ульянченко
481,30,0x7c8ab72C22378F709c47a9E2771Cf0E1959de30a,#850,08:13:22,2381501672,Юнеман
482,1,0xa7949136a33316eD924a3b9D1330E8f545b43064,#850,08:13:22,4266376216,Титов
483,10,0xbF19F4E5e28CB9310822335635C493F2fb8FDdbA,#850,08:13:22,606684814,Картавцева
484,1,0x76ECfdB4733a0cc3D1D9d2148a5d9d86191F33c7,#850,08:13:22,15638149,Милованов
485,1,0xa3c40166F385eF71a55375B957c611Ed14702921,#850,08:13:22,4266376216,Титов
486,1,0x14DDcb347fddcbE5d98bF4e5d25e8866C150d337,#850,08:13:22,3595230402,Ульянченко
487,1,0x8eECd7B973B7644f036E8E28551be119934bB70D,#850,08:13:22,15638149,Милованов
488,1,0xd3162610d89bD15e250E2A69EAfF5b6BA242EF56,#850,08:13:22,4266376216,Титов
489,10,0x8E8A71D41547Bfa9DddfE8d5F9B508270851B38e,#884,08:15:22,4040463197,Дашкевич
490,1,0x95e314BdCcbAbCe1eF67897C45de3522fF127191,#884,08:15:22,4266376216,Титов
491,10,0x3dFCc34B1D669069D020803819dd03aB9EC2c353,#884,08:15:22,2245307987,Дашков
492,10,0x6ccBb60D80BF9E2c7CFdad07858E13D8FCD54bC3,#884,08:15:22,1351664840,Суворов
493,10,0x6785029cDAdd5167539D2Ea2F91E428a450F44a3,#884,08:15:22,606684814,Картавцева
494,10,0x42E8e8A95eDfB31cAA39C2a95fDe5Bf385d449f3,#884,08:15:22,606684814,Картавцева
495,10,0xecB089a4F943Ab8a0D36fA9F22FBda9CEcD7b736,#884,08:15:22,339493321,Крюков
496,10,0x98a6813DB69C1e72585916De6eB19E0f35580d34,#884,08:15:22,1351664840,Суворов
497,10,0xE2A2c4d87e55c02865552f5c4997A6B535b2576D,#884,08:15:22,606684814,Картавцева
